spider,tub,container,noise_location,Week,Box,Area,pic_mean,black_mean,white_mean,StdDev,Min,Max
AP174,15,6,city,1,picture,20.923,91.666,40.014,237.799,22.244,15,242
AP174,15,6,city,2,picture,18.376,86.51,28.434,225.38,19.854,22,218
AP174,15,6,city,3,picture,20.557,117.788,44.353,238.972,16.865,40,193
AP174,15,6,city,4,picture,16.018,68.642,24.126,206.457,20.948,8,177
AP174,15,6,city,5,picture,21.378,72.026,21.948,201.082,16.736,16,162
AP174,15,6,city,6,picture,27.283,89.728,25.029,212.52,17.315,13,165
AP248,15,7,rural,1,picture,15.955,57.518,33.733,235.988,13.85,15,143
AP248,15,7,rural,2,picture,17.635,60.204,28.942,231.3,14.344,6,191
AP248,15,7,rural,3,picture,16.015,59.065,29.072,229.356,14.535,7,177
AP248,15,7,rural,4,picture,16.137,39.667,23.276,213.762,11.328,3,135
AP248,15,7,rural,5,picture,17.861,80.912,32.49,237.578,17.786,11,170
AP248,15,7,rural,6,picture,19.903,65.137,25.901,224.892,16.507,9,161
AP132,15,8,city,1,picture,14.577,68.489,41.72,246.682,20.617,13,160
AP132,15,8,city,2,picture,14.562,58.062,29.827,232.923,18.906,4,201
AP132,15,8,city,3,picture,15.615,59.466,27.854,230.498,15.205,2,182
AP132,15,8,city,4,picture,16.401,28.952,28.852,197.884,11.421,0,96
AP132,15,8,city,5,picture,17.821,74.456,31.63,235.878,18.709,20,162
AP132,15,8,city,6,picture,24.553,74.377,28.982,232.026,21.104,11,175
AP088,15,9,city,1,picture,18.869,78.098,51.581,236.333,25.879,8,219
AP088,15,9,city,2,picture,17.494,74.662,30.57,225.828,24.636,8,247
AP088,15,9,city,3,picture,20.088,81.54,35.495,228.148,23.784,6,203
AP088,15,9,city,4,picture,14.511,53.917,29.489,212.437,19.275,3,174
AP088,15,9,city,5,picture,18.285,50.502,25.848,213.585,15.138,0,140
AP088,15,9,city,6,picture,18.89,61.129,32.019,224.47,17.148,5,159
AP204,16,1,rural,1,picture,18.714,59.756,26.95,210.125,18.303,1,186
AP204,16,1,rural,2,picture,24.88,62.882,35.424,199.268,15.818,8,151
AP204,16,1,rural,3,picture,23.645,80.603,28.018,208.468,13.117,23,176
AP204,16,1,rural,4,picture,19.627,60.994,29.307,215.649,16.452,8,166
AP204,16,1,rural,5,picture,23.858,57.665,23.819,211.946,16.062,5,183
AP204,16,1,rural,6,picture,16.025,56.699,23.04,204.489,15.437,1,188
AP116,16,2,city,1,picture,15.134,66.681,33.977,238.479,23.739,3,203
AP116,16,2,city,2,picture,15.06,52.965,22.348,215.991,17.173,0,202
AP116,16,2,city,3,picture,19.07,64.169,49.458,215.036,24.861,2,154
AP116,16,2,city,4,picture,16.464,26.014,31.407,199.667,9.737,0,112
AP116,16,2,city,5,picture,19.853,65.193,38.576,228.745,22.504,5,209
AP116,16,2,city,6,picture,16.643,77.693,30.763,232.788,23.204,5,168
AP223,16,3,city,1,picture,18.932,57.939,26.929,230.051,16.634,7,163
AP223,16,3,city,2,picture,13.851,54.462,24.942,223.826,14.412,8,177
AP223,16,3,city,3,picture,19.664,50.213,23.645,221.104,13.853,6,159
AP223,16,3,city,4,picture,17.545,28.479,22.594,196.819,9.059,0,126
AP223,16,3,city,5,picture,18.408,47.562,28.147,230.307,12.641,2,133
AP223,16,3,city,6,picture,18.852,54.732,25.494,222.248,14.609,9,134
AP187,16,4,city,1,picture,22.229,69.292,45.088,216.754,16.577,11,194
AP187,16,4,city,2,picture,18.916,58.321,27.225,215.653,17.195,1,187
AP187,16,4,city,3,picture,18.392,70.54,30.66,217.962,16.445,11,197
AP187,16,4,city,4,picture,18.95,62.163,29.27,233.452,17.472,11,181
AP187,16,4,city,5,picture,22.636,56.207,32.452,228.572,12.85,10,155
AP187,16,4,city,6,picture,18.234,79.551,34.526,200.13,20.588,7,164
AP191,16,5,rural,1,picture,20.274,58.076,27.545,218.94,16.367,2,227
AP191,16,5,rural,2,picture,17.112,69.454,33.026,225.614,17.527,10,200
AP191,16,5,rural,3,picture,21.639,61.182,24.116,206.638,15.725,0,144
AP191,16,5,rural,4,picture,15.315,56.974,30.281,223.81,18.989,2,183
AP191,16,5,rural,5,picture,16.858,61.417,35.288,216.109,19.647,0,175
AP191,16,5,rural,6,picture,18.24,68.325,25.803,215.371,15.411,9,147
AP144,16,6,rural,1,picture,18.515,76.659,41.101,239.57,24.879,10,233
AP144,16,6,rural,2,picture,17.209,70.796,36.996,222.616,24.623,8,229
AP144,16,6,rural,3,picture,18.235,67.426,26.637,209.824,17.497,11,203
AP144,16,6,rural,4,picture,13.825,51.385,27.066,214.823,15.368,2,167
AP144,16,6,rural,5,picture,16.525,63.857,35.333,227.962,17.767,5,186
AP152,16,7,rural,1,picture,19.909,55.557,62.368,239.057,18.118,0,206
AP152,16,7,rural,2,picture,19.053,52.409,36.028,226.237,15.678,2,233
AP152,16,7,rural,3,picture,21.077,66.934,42.888,225.296,14.535,12,207
AP152,16,7,rural,4,picture,15.742,61.284,41.739,226.513,12.788,6,123
AP152,16,7,rural,5,picture,16.203,59.881,37.418,222.974,14.26,7,155
AP152,16,7,rural,6,picture,19.64,75.108,31.785,227.425,14.259,12,153
AP096,16,8,rural,1,picture,20.766,56.94,28.9,232.323,17.296,4,189
AP096,16,8,rural,2,picture,17.493,52.65,45.513,234.928,14.982,2,183
AP096,16,8,rural,3,picture,15.165,61.525,30.327,234.288,15.098,7,181
AP096,16,8,rural,4,picture,15.586,26.302,33.693,210.847,10.345,0,116
AP096,16,8,rural,5,picture,19.195,49.129,28.221,230.755,15.877,0,166
AP096,16,8,rural,6,picture,15.363,48.847,27.042,227.758,12.511,4,127
AP041,16,9,city,1,picture,19.013,50.983,23.893,209.075,22.846,0,171
AP041,16,9,city,2,picture,16.817,61.414,29.152,222.551,23.295,0,228
AP041,16,9,city,3,picture,18.676,78.354,27.328,221.183,22.849,4,204
AP041,16,9,city,4,picture,18.464,58.722,23.146,206.857,20.624,0,157
AP041,16,9,city,5,picture,26.789,80.475,29.246,222.883,26.046,17,192
AP041,16,9,city,6,picture,24.44,90.932,57.177,224.286,27.236,4,187
AP262,17,1,rural,1,picture,18.03,52.489,61.662,224.726,20.275,0,197
AP262,17,1,rural,2,picture,15.118,58.446,42.545,208.917,19.618,2,201
AP262,17,1,rural,3,picture,17.317,46.764,26.291,196.16,16.226,0,158
AP262,17,1,rural,4,picture,15.326,42.313,31.316,215.992,16.364,0,157
AP153,17,2,rural,1,picture,20.517,56.189,34.848,228.767,16.738,0,183
AP153,17,2,rural,2,picture,16.356,55.546,41.88,219.082,18.486,3,184
AP153,17,2,rural,3,picture,22.37,60.477,33.81,218.458,19.429,3,170
AP153,17,2,rural,4,picture,20.715,48.538,45.111,215.503,16.264,0,178
AP153,17,2,rural,5,picture,21.182,71.292,38.705,230.24,19.364,4,219
AP153,17,2,rural,6,picture,14.976,57.76,31.479,223.582,17.021,0,203
AP192,17,3,rural,1,picture,18.584,49.968,24.955,222.74,16.346,0,166
AP192,17,3,rural,2,picture,17.425,49.804,28.462,211.929,15.021,1,158
AP192,17,3,rural,3,picture,19.62,40.134,19.426,204.436,13.134,0,129
AP192,17,3,rural,4,picture,17.158,35.791,19.576,204.649,12.891,0,143
AP192,17,3,rural,5,picture,18.299,56.587,26.151,223.486,17.684,7,163
AP192,17,3,rural,6,picture,16.95,50.83,22.341,214.575,19.751,0,140
AP117,17,4,city,1,picture,20.139,67.294,30.229,226.493,18.163,14,192
AP117,17,4,city,2,picture,19.432,60.626,23.304,201.94,17.469,8,195
AP117,17,4,city,3,picture,22.587,69.593,25.573,215.077,16.893,1,185
AP117,17,4,city,4,picture,15.621,53.456,26.729,221.685,15.439,5,164
AP117,17,4,city,5,picture,20.821,61.338,24.175,216.041,13.701,10,135
AP117,17,4,city,6,picture,17.63,71.269,33.466,217.299,13.616,11,146
AP145,17,5,rural,1,picture,17.857,39.175,24.371,205.17,16.093,0,144
AP145,17,5,rural,2,picture,17.451,50.795,27.927,211.348,17.183,0,215
AP145,17,5,rural,3,picture,17.754,51.742,31.97,210.317,16.065,0,141
AP145,17,5,rural,4,picture,14.857,42.066,40.083,225.332,13.948,1,153
AP145,17,5,rural,5,picture,18.778,44.595,26.604,207.452,14.202,1,122
AP224,17,6,city,1,picture,18.875,67.34,30.909,227.694,20.747,13,235
AP224,17,6,city,2,picture,18.336,58.584,24.539,206.239,15.867,5,189
AP224,17,6,city,3,picture,13.659,67.595,32.625,217.901,15.434,12,143
AP224,17,6,city,4,picture,16.714,54.995,30.717,221.938,17.117,6,165
AP224,17,6,city,5,picture,17.528,53.307,24.193,214.833,15.896,9,157
AP224,17,6,city,6,picture,15.745,72.708,31.538,226.58,18.905,13,153
AP162,17,7,city,1,picture,20.906,39.693,27.172,224.039,13.63,0,210
AP162,17,7,city,2,picture,19.724,41.263,37.517,222.821,16.555,0,195
AP162,17,7,city,3,picture,22.169,37.639,25.196,219.281,14.427,0,188
AP162,17,7,city,4,picture,18.534,32.134,29.068,214.163,12.024,0,133
AP162,17,7,city,5,picture,23.515,39.299,34.119,222.464,11.815,0,120
AP162,17,7,city,6,picture,16.519,44.529,25.983,222.237,12.845,0,105
AP013,17,8,city,1,picture,17.409,38.145,21.218,212.266,14.641,0,132
AP013,17,8,city,2,picture,17.793,41.449,33.206,205.864,15.569,0,139
AP013,17,8,city,3,picture,18.811,65.288,25.659,224.565,18.304,1,151
AP013,17,8,city,4,picture,16.626,55.338,26.938,222.621,18.822,0,179
AP013,17,8,city,5,picture,19.664,87.652,31.182,235.194,22.509,13,197
AP013,17,8,city,6,picture,15.534,80.854,29.069,231.533,23.265,7,210
AP205,17,9,rural,1,picture,17.998,62.564,26.766,219.032,25.92,0,191
AP205,17,9,rural,2,picture,17.895,59.115,42.482,206.809,23.787,0,180
AP205,17,9,rural,3,picture,17.983,75.2,32.992,218.713,25.802,0,183
AP205,17,9,rural,4,picture,14.669,55.95,27.223,213.712,21.681,0,255
AP205,17,9,rural,5,picture,20.185,65.114,27.453,215.899,18.723,7,146
AP205,17,9,rural,6,picture,18.489,83.054,29.622,224.706,18.394,10,160
AP141,18,1,rural,1,picture,17.108,46.171,87.83,230.254,23.318,0,234
AP141,18,1,rural,2,picture,13.595,58.417,36.526,217.177,27.105,0,206
AP141,18,1,rural,3,picture,22.091,47.934,22.026,199.362,15.134,0,142
AP141,18,1,rural,4,picture,18.176,45.67,22.436,204.997,13.506,0,155
AP141,18,1,rural,5,picture,17.204,36.485,19.922,189.844,14.216,0,123
AP141,18,1,rural,6,picture,20.386,54.556,22.97,202.685,18.952,0,140
AP055,18,2,city,1,picture,16.73,56.254,30.981,236.039,18.297,0,138
AP055,18,2,city,2,picture,19.575,46.698,35.19,224.79,17.396,2,189
AP055,18,2,city,3,picture,10.859,51.399,28.706,227.602,13.478,9,159
AP055,18,2,city,4,picture,5,51.172,30.351,230.116,11.656,9,130
AP055,18,2,city,5,picture,19.249,61.926,33.789,237.681,16.374,11,164
AP055,18,2,city,6,picture,18.79,48.966,25.126,221.524,13.577,0,150
AP283,18,3,rural,1,picture,20.1,54.256,26.785,227.881,19.973,2,175
AP283,18,3,rural,2,picture,20.854,43.788,19.651,206.243,15.396,0,125
AP283,18,3,rural,3,picture,15.513,43.943,19.429,206.52,14.421,1,111
AP283,18,3,rural,4,picture,15.366,53.124,27.385,229.364,18.69,0,159
AP283,18,3,rural,5,picture,16.766,58.469,28.55,231.238,16.345,0,198
AP283,18,3,rural,6,picture,18.256,46.839,27.397,206.803,12.836,1,124
AP042,18,4,city,1,picture,16.864,59.696,30.466,222.782,19.847,6,207
AP042,18,4,city,2,picture,16.655,51.673,24.905,211.433,16.997,4,151
AP042,18,4,city,3,picture,14.871,75.026,77.074,227.908,22.424,13,220
AP042,18,4,city,4,picture,15.704,46.205,28.232,209.416,17.392,0,186
AP042,18,4,city,5,picture,18.757,41.217,21.119,196.857,12.668,1,131
AP042,18,4,city,6,picture,20.016,63.269,27.579,220.246,15.562,12,195
AP175,18,5,city,1,picture,17.636,51.221,27.405,220.869,16.836,1,193
AP175,18,5,city,2,picture,19.283,51.07,30.286,210.322,16.672,1,204
AP175,18,5,city,3,picture,14.486,57.462,26.732,215.975,14.561,1,161
AP175,18,5,city,4,picture,12.76,52.363,39.998,218.899,13.756,3,210
AP175,18,5,city,5,picture,19.058,53.894,38.921,207.721,12.164,0,141
AP175,18,5,city,6,picture,15.205,59.006,31.545,216.204,11.544,13,110
AP249,18,6,rural,1,picture,17.576,68.483,30.146,224.289,20.439,13,223
AP249,18,6,rural,2,picture,21.466,60.581,25.679,207.303,16.419,5,185
AP249,18,6,rural,3,picture,20.658,66.615,26.051,209.1,15.81,4,174
AP249,18,6,rural,4,picture,20.9,66.141,29.07,209.487,13.749,11,145
AP249,18,6,rural,5,picture,22.24,74.279,26.891,206.161,14.626,18,173
AP249,18,6,rural,6,picture,23.687,97.492,30.982,222.543,18.258,23,162
AP270,18,7,rural,1,picture,18.818,52.21,28.926,230.888,16.139,0,175
AP270,18,7,rural,2,picture,21.342,34.375,46.431,218.957,12.521,0,131
AP270,18,7,rural,3,picture,16.849,42.964,29.246,210.971,10.803,2,154
AP270,18,7,rural,4,picture,16.471,45.205,31.34,225.908,10.915,1,127
AP270,18,7,rural,5,picture,17.847,52.821,32.796,229.262,11.964,5,155
AP270,18,7,rural,6,picture,18.107,49.778,23.103,215.19,12.89,6,149
AP211,18,8,city,1,picture,22.385,44.814,30.716,219.307,13.955,0,156
AP211,18,8,city,2,picture,23.04,39.448,22.202,205.579,12.304,0,137
AP211,18,8,city,3,picture,21.23,50.627,27.088,218.429,12.423,0,132
AP211,18,8,city,4,picture,12.521,53.651,28.106,229.196,15.134,1,136
AP211,18,8,city,5,picture,19.211,56.828,34.661,235.279,14.063,10,154
AP211,18,8,city,6,picture,22.799,39.626,42.905,218.631,10.371,1,107
AP027,18,9,city,1,picture,16.804,54.759,32.322,214.303,21.35,0,202
AP027,18,9,city,2,picture,17.789,77.31,77.202,224.582,23.64,9,214
AP027,18,9,city,3,picture,21.022,49.312,27.482,198.149,18.334,0,155
AP027,18,9,city,4,picture,16.472,55.787,30.201,202.781,17.496,0,140
AP027,18,9,city,5,picture,23.508,60.659,30.784,217.511,20.061,4,195
AP027,18,9,city,6,picture,18.045,80.022,39.92,225.222,23.28,13,203
AP250,19,1,rural,1,picture,17.283,51.11,30.514,210.449,16.645,0,191
AP250,19,1,rural,2,picture,17.007,65.805,64.37,229.353,22.673,2,231
AP250,19,1,rural,3,picture,14.938,63.142,45.752,220.767,18.842,4,182
AP250,19,1,rural,4,picture,12.673,54.507,27.77,220.809,15.19,3,185
AP250,19,1,rural,5,picture,15.379,52.659,22.383,205.51,14.69,0,179
AP250,19,1,rural,6,picture,15.807,62.578,24.611,207.431,15.887,11,167
AP056,19,2,city,1,picture,22.472,45.803,39.139,237.705,18.435,0,165
AP056,19,2,city,2,picture,15.89,50.742,32.316,222.579,16.945,0,159
AP056,19,2,city,3,picture,21.286,56.085,46.728,216.353,19.593,0,147
AP056,19,2,city,4,picture,17.864,67.392,55.586,234.837,19.805,8,179
AP056,19,2,city,5,picture,14.965,88.461,40.2,244.562,22.695,16,202
AP056,19,2,city,6,picture,16.365,71.377,31.83,223.64,19.207,1,172
AP154,19,3,rural,1,picture,17.641,55.516,84.331,235.026,15.875,6,164
AP154,19,3,rural,2,picture,18.664,54.597,25.823,228.431,14.456,2,172
AP154,19,3,rural,3,picture,17.498,51.599,22.18,208.562,12.144,1,165
AP154,19,3,rural,4,picture,15.902,48.065,24.331,221.081,11.755,5,156
AP154,19,3,rural,5,picture,14.862,47.726,33.246,230.484,17.019,5,187
AP154,19,3,rural,6,picture,16.81,44.142,25.066,219.893,12.59,3,136
AP284,19,4,rural,1,picture,19.653,72.85,31.549,231.114,21.542,14,212
AP284,19,4,rural,2,picture,18.238,58.884,25.938,215.248,15.29,0,171
AP284,19,4,rural,3,picture,13.402,70.588,30.399,230.043,18.581,7,176
AP284,19,4,rural,4,picture,13.233,54.73,29.617,230.389,17.675,1,184
AP284,19,4,rural,5,picture,20.868,50.332,24.117,213.03,13.742,2,187
AP284,19,4,rural,6,picture,16.321,59.621,22.956,203.662,15.21,11,147
AP225,19,5,city,1,picture,18.703,43.087,22.99,210.165,14.915,0,143
AP225,19,5,city,2,picture,18.078,61.389,35.203,220.714,17.064,7,208
AP225,19,5,city,3,picture,21.821,61.125,28.427,216.322,14.929,10,168
AP225,19,5,city,4,picture,16.397,52.693,32.19,221.307,16.173,2,174
AP225,19,5,city,5,picture,19.362,53.297,36.759,203.616,12.385,3,142
AP225,19,5,city,6,picture,19.115,73.837,37.91,214.236,15.917,17,135
AP001,19,6,city,1,picture,19.112,80.764,41.579,236.651,20.872,12,229
AP001,19,6,city,2,picture,18.347,75.04,58.376,229.095,17.822,11,196
AP001,19,6,city,3,picture,15.063,66.389,29.392,208.886,15.219,1,185
AP001,19,6,city,4,picture,12.376,45.396,30.362,216.461,14.463,0,160
AP001,19,6,city,5,picture,17.986,62.511,32.608,226.357,14.953,15,181
AP001,19,6,city,6,picture,17.553,73.315,29.364,215.701,13.65,17,157
AP043,19,7,city,1,picture,19.121,65.146,43.645,240.787,19.33,4,222
AP043,19,7,city,2,picture,17.701,56.605,35.011,224.747,14.715,6,155
AP043,19,7,city,3,picture,16.098,52.464,29.329,221.325,13.678,6,133
AP043,19,7,city,4,picture,16.939,47.493,53.285,223.793,15.476,1,168
AP043,19,7,city,5,picture,15.613,57.552,39.876,231.482,17.263,2,148
AP043,19,7,city,6,picture,19.054,43.922,25.401,209.174,11.128,3,115
AP163,19,8,city,1,picture,19.393,52.991,33.911,242.679,22.649,0,197
AP163,19,8,city,2,picture,19.71,51.566,29.536,234.328,17.625,2,181
AP163,19,8,city,3,picture,20.126,48.373,24.432,224.558,14.299,0,141
AP146,19,9,rural,1,picture,19.116,67.945,33.924,225.265,25.653,1,210
AP146,19,9,rural,2,picture,16.343,61.515,27.459,219.233,21.918,0,181
AP146,19,9,rural,3,picture,18.624,51.784,21.243,193.123,18.562,0,154
AP146,19,9,rural,4,picture,15.372,51.344,27.548,220.27,22.401,0,174
AP146,19,9,rural,5,picture,17.72,48.583,19.28,194.199,15.232,0,145
AP146,19,9,rural,6,picture,15.072,86.472,34.621,220.429,23.769,3,174
AP118,20,1,city,1,picture,17.986,49.05,30.815,217.388,21.993,0,198
AP118,20,1,city,2,picture,19.397,44.237,69.123,199.134,16.299,0,158
AP118,20,1,city,3,picture,15.197,63.892,94.37,222.318,17.137,10,156
AP118,20,1,city,4,picture,14.595,43.276,42.972,209.219,15.601,0,146
AP118,20,1,city,5,picture,17.744,39.615,50.756,187.642,12.996,0,135
AP118,20,1,city,6,picture,16.818,53.179,48.54,205.477,15.254,0,125
AP206,20,2,rural,1,picture,16.213,63.215,53.082,252.108,20.954,3,203
AP206,20,2,rural,2,picture,15.654,47.39,39.575,217.897,16.328,0,195
AP206,20,2,rural,3,picture,17.547,65.145,44.421,218.691,17.041,6,174
AP206,20,2,rural,4,picture,12.169,57.438,58.093,227.075,15.5,2,212
AP206,20,2,rural,5,picture,17.544,88.539,53.326,235.871,21.345,10,204
AP206,20,2,rural,6,picture,19.621,63.763,32.557,215.326,18.791,1,144
AP271,20,3,rural,1,picture,19.363,59.394,30.728,236.655,20.332,2,234
AP271,20,3,rural,2,picture,18.994,48.849,23.285,223.562,16.242,3,131
AP271,20,3,rural,3,picture,17.762,44.165,20.016,209.316,13.656,3,148
AP271,20,3,rural,4,picture,18.209,34.258,21.655,211.926,12.943,0,99
AP028,20,4,city,1,picture,13.58,59.845,26.118,215.257,16.413,5,169
AP028,20,4,city,2,picture,20.15,51.793,21.564,202.976,15.946,0,148
AP028,20,4,city,3,picture,20.105,69.758,28.302,222.582,15.94,12,192
AP028,20,4,city,4,picture,13.458,56.408,27.507,210.387,15.443,5,151
AP028,20,4,city,5,picture,22.351,60.395,24.748,217.848,14.788,10,162
AP028,20,4,city,6,picture,18.486,77.531,28.438,222.007,16.744,13,185
AP212,20,5,city,1,picture,19.023,39.666,24.226,210.259,15.473,0,174
AP212,20,5,city,2,picture,16.38,45.208,46.903,217.31,14.839,0,157
AP212,20,5,city,3,picture,17.35,48.764,23.147,205.191,14.483,0,160
AP212,20,5,city,4,picture,17.262,41.238,23.137,210.012,11.66,0,157
AP212,20,5,city,5,picture,19.857,44.09,22.285,190.92,11.425,5,131
AP212,20,5,city,6,picture,15.251,64.413,41.968,227.561,14.294,10,161
AP193,20,6,rural,1,picture,17.737,67.77,33.271,228.908,18.815,13,149
AP193,20,6,rural,2,picture,16.485,78.844,51.373,230.832,20.392,3,226
AP193,20,6,rural,3,picture,16.523,67.991,32.02,212.413,14.776,3,184
AP193,20,6,rural,4,picture,15.193,67.474,37.337,230.813,15.269,13,136
AP193,20,6,rural,5,picture,19.654,62.973,34.337,214.866,13.328,10,216
AP193,20,6,rural,6,picture,19.484,70.737,30.493,207.297,13.865,15,158
AP014,20,7,city,1,picture,18.762,60.894,32.364,232.048,17.683,4,199
AP014,20,7,city,2,picture,15.551,47.089,24.661,217.837,16.098,0,175
AP014,20,7,city,3,picture,17.337,53.44,34.158,222.914,17.587,1,176
AP014,20,7,city,4,picture,16.278,42.768,51.738,224.051,12.472,1,122
AP014,20,7,city,5,picture,15.748,48.09,35.55,226.936,12.836,0,129
AP014,20,7,city,6,picture,18.442,56.249,32.056,231.559,11.998,1,152
AP176,20,8,city,1,picture,20.554,55.917,33.381,237.596,19.758,0,203
AP176,20,8,city,2,picture,20.886,48.373,56.449,223.542,16.702,0,184
AP176,20,8,city,3,picture,19.013,47.204,40.531,222.8,15.024,0,177
AP176,20,8,city,4,picture,17.822,49.834,67.96,234.238,14.614,1,186
AP176,20,8,city,5,picture,22.36,56.073,56.86,228.295,16.809,3,151
AP176,20,8,city,6,picture,19.609,79.352,114.665,241.946,20.44,9,155
AP263,20,9,rural,1,picture,17.507,67.826,32.758,226.575,22.11,0,189
AP263,20,9,rural,2,picture,19.204,76.682,32.64,220.953,22.955,3,207
AP263,20,9,rural,3,picture,19.595,82.475,25.22,214.111,18.848,11,204
AP263,20,9,rural,4,picture,14.463,50.421,29.319,222.164,19.479,0,178
AP263,20,9,rural,5,picture,20.301,50.764,28.505,209.603,17.521,0,170
AP263,20,9,rural,6,picture,16.517,76.867,33.665,230.988,22.712,1,187
AP272,21,1,rural,1,picture,17.567,62.136,25.714,207.829,18.987,2,194
AP272,21,1,rural,2,picture,16.617,69.237,45.485,214.844,21.847,2,189
AP272,21,1,rural,3,picture,20.408,83.117,30.382,217.919,20.352,14,205
AP272,21,1,rural,4,picture,19.261,66.154,48.295,206.815,17.872,7,165
AP272,21,1,rural,5,picture,22.659,65.771,46.546,199.33,22.114,4,158
AP272,21,1,rural,6,picture,18.672,82.076,29.213,223.192,21.2,9,172
AP264,21,2,rural,1,picture,20.577,60.569,30.938,236.268,23.986,1,174
AP264,21,2,rural,2,picture,18.686,40.732,23.611,219.789,17.045,0,150
AP264,21,2,rural,3,picture,20.719,53.13,24.338,222.364,19.229,0,155
AP264,21,2,rural,4,picture,17.159,44.464,24.949,215.58,12.483,1,130
AP264,21,2,rural,5,picture,15.806,57.026,29.152,233.623,15.492,1,159
AP264,21,2,rural,6,picture,21.064,57.548,26.384,224.688,15.331,5,147
AP120,21,3,city,1,picture,20.676,63.926,27.512,229.226,17.422,8,187
AP120,21,3,city,2,picture,18.843,62.686,26.733,224.529,19.682,2,216
AP120,21,3,city,3,picture,24.253,66.401,24.378,219.107,16.691,2,216
AP120,21,3,city,4,picture,18.107,50.844,25.092,225.363,14.633,1,131
AP120,21,3,city,5,picture,18.107,74.684,28.19,231.989,14.813,14,153
AP120,21,3,city,6,picture,23.36,67.253,45.885,215.661,14.626,10,127
AP213,21,4,city,1,picture,18.494,60.631,24.419,212.649,17.401,10,192
AP213,21,4,city,2,picture,14.897,63.029,23.041,206.835,16.264,13,169
AP213,21,4,city,3,picture,21.419,64.654,23.262,209.897,15.195,5,152
AP213,21,4,city,4,picture,17.962,52.563,22.656,203.65,15.993,5,170
AP213,21,4,city,5,picture,17.106,54.958,26.314,208.862,15.656,11,174
AP213,21,4,city,6,picture,17.35,62.303,29.629,209.248,15.024,13,149
AP285,21,5,rural,1,picture,18.532,42.85,24.343,209.517,16.898,0,201
AP285,21,5,rural,2,picture,17.159,46.635,22.964,208.004,15.335,0,146
AP251,21,6,rural,1,picture,19.616,79.288,35.465,231.083,18.095,19,158
AP251,21,6,rural,2,picture,14.602,77.594,28.987,218.078,22.367,4,234
AP251,21,6,rural,3,picture,16.942,74.369,31.721,225.756,17.439,15,205
AP251,21,6,rural,4,picture,14.689,48.617,30.55,213.8,13.978,0,142
AP251,21,6,rural,5,picture,18.307,47.818,25.961,213.201,13.831,1,116
AP251,21,6,rural,6,picture,16.747,52.358,25.044,209.672,15.093,1,148
AP099,21,7,rural,1,picture,19.222,61.772,38.14,235.995,19.599,9,171
AP099,21,7,rural,2,picture,16.995,64.742,37.349,222.962,20.453,4,190
AP099,21,7,rural,3,picture,19.493,68.617,32.307,228.307,24.161,2,180
AP099,21,7,rural,4,picture,13.964,41.112,38.536,218.418,10.361,4,133
AP099,21,7,rural,5,picture,18.701,52.343,38.667,218.921,14.367,1,148
AP099,21,7,rural,6,picture,20.499,58.791,35.394,217.457,13.853,9,178
AP177,21,8,city,1,picture,18.119,50.468,25.379,226.424,16.836,0,166
AP177,21,8,city,2,picture,12.982,56.909,27.186,232.281,14.521,11,211
AP177,21,8,city,3,picture,14.487,46.682,21.345,213.603,11.471,1,128
AP177,21,8,city,4,picture,10.511,41.148,24.499,222.421,11.449,2,124
AP177,21,8,city,5,picture,8.393,39.346,22.672,215.875,10.98,1,125
AP177,21,8,city,6,picture,13.844,54.645,27.62,230.864,13.29,8,141
AP015,21,9,city,1,picture,16.65,55.174,33.138,226.899,24.15,1,228
AP015,21,9,city,2,picture,14.624,64.51,31.349,217.916,21.827,0,202
AP015,21,9,city,3,picture,15.531,59.982,23.284,206.311,17.105,0,158
AP015,21,9,city,4,picture,15.952,55.201,33.349,223.932,19.445,0,148
AP015,21,9,city,5,picture,21.669,64.063,32.279,212.178,18.518,3,173
AP015,21,9,city,6,picture,16.854,73.161,28.418,221.586,16.58,9,178
AP239,22,1,city,1,picture,20.812,63.134,40.328,221.403,21.946,1,204
AP239,22,1,city,2,picture,18.825,71.026,67.815,221.63,19.384,15,166
AP239,22,1,city,3,picture,18.525,61.035,24.974,204.038,17.683,1,166
AP239,22,1,city,4,picture,17.38,65.338,34.768,222.285,16.163,8,151
AP239,22,1,city,5,picture,24.191,62.014,63.758,219.11,13.612,11,179
AP239,22,1,city,6,picture,21.252,68.386,24.594,210.624,16.31,13,156
AP057,22,2,city,1,picture,15.653,74.309,30.122,234.936,18.776,13,194
AP057,22,2,city,2,picture,17.207,40.662,38.091,207.654,14.075,0,171
AP057,22,2,city,3,picture,16.013,56.491,21.085,205.413,14.182,4,132
AP057,22,2,city,4,picture,18.673,22.398,22.428,196.03,8.322,0,110
AP057,22,2,city,5,picture,18.158,41.879,33.875,217.621,12.506,1,165
AP057,22,2,city,6,picture,16.974,27.304,17.465,188.645,8.055,0,99
AP155,22,3,rural,1,picture,18.621,61.926,28.578,230.914,19.421,6,182
AP155,22,3,rural,2,picture,15.274,49.771,24.383,220.579,14.045,1,150
AP155,22,3,rural,3,picture,19.966,46.955,20.884,204.188,10.977,2,130
AP155,22,3,rural,4,picture,18.816,50.751,25.63,224.201,14.937,0,132
AP155,22,3,rural,5,picture,20.151,65.745,27.165,230.447,17.256,8,152
AP155,22,3,rural,6,picture,18.591,43.657,20.499,205.92,10.832,1,133
